昵称,性别,所在地,时间,内容,点赞数,转发数,评论数,主页
i2so_net,男,福建,03月15日 16:34,":今天315
     
     iPhone X 满天飞舞……
     

     一共三个视频，这是第二个 2/3
     
     听说那里高速整辆车起火，爆炸，全部都是手机
     
      苹果手机
     
     …… i2so_net的秒拍视频 ​",0,0,0,https://weibo.cn/i2sonet
美小豹儿,女,浙江,03月15日 16:33,":这年头，
     
      苹果手机
     
     算什么？名牌服装算什么？豪车、豪宅都out了。现在最牛的炫富是什么？就是和同龄人站在一起，我像小鲜肉，她像老土豆🤪 ​",0,0,0,https://weibo.cn/u/2821803554
萌萌的庆欢,女,海外,03月15日 16:30,":有很多宝宝都让我重新开钢化膜的团
     
     链接在评论里自取 订单满100就制作了
     

      苹果手机
     
     要半屏还是全屏一定要备注清楚
     
     看图3有解释 图2有能做的型号 还差40单
     
     没拍的赶紧拍
     
     （买两张送一个可爱的小本本[二哈]）
     
     【咖啡匠人MaRin钢化膜】
     
      http://t.cn/RnwWojO
     
     点击链接，再选择浏览器打开；或复制这条信息￥HIaM0pop2pC￥后打开[向右]手淘[向左]",15,13,36,https://weibo.cn/u/2177181531
i2so_net,男,福建,03月15日 16:28,":今天315
     
     iPhone X 满天飞舞……
     

     一共三个视频，这是第一个1/3
     
     听说那里高速整辆车起火，爆炸，全部都是手机
     
      苹果手机
     
     …… i2so_net的秒拍视频 ​",0,0,1,https://weibo.cn/i2sonet
XX丶你,女,西藏,03月15日 16:22,":最可气的是还拿到桌面臭显摆，
     
      苹果手机
     
     还有红色的吗：你妹的，居然还掉漆了、疯狂鄙视你。TMD ​",0,0,0,https://weibo.cn/u/3148597931
谢坤看见,男,陕西,03月15日 16:18,":陕西“惊险”消费案例：吃火锅险毁容
     
      苹果手机
     
     维修后自燃(同步自
     
      @新浪看点
     
     )陕西“惊险”消费案例：吃火锅险毁容
     
      苹果手机
     
     维修后自燃 ​",0,0,0,https://weibo.cn/shanxichina
鹤壁同城会,男,河南,03月15日 16:15,":教大家如何处理
     
      苹果手机
     
     忘记密码或设备停用的情况 ​​​​[微笑] ​",1,0,0,https://weibo.cn/0392hebi
宁波移动,男,浙江,03月15日 16:13,":
     
      苹果手机
     
     丢失后怎么止损？
     
     通过这个方法十秒钟就搞定！
     
     [加油]
     

      #iPhone#
     

     雷科技的秒拍视频 ​",1,0,1,https://weibo.cn/cmcc0574
辣手美梦成真74839,女,湖北,03月15日 16:10,"
    
    多谢天下好朋友，去年特送我一部，
    
     苹果手机
    
    真的能，保护再上当受骗，自动识别高技术，密码再加上指纹，犯罪分子再高明，手机送他是废品！
    
     ",0,0,0,https://weibo.cn/u/6223904867
艾小艾Amy,女,贵州,03月15日 16:09,":今天
     
      #315打假#
     
     ，我不想举报也不想被举报，所以发一张自带相机拍的照，夸我美的请为
     
      #苹果手机#
     
     打call，就酱。 ​",0,0,2,https://weibo.cn/u/2435882177
玉林事儿,女,北京,03月15日 16:09,":
     
      #玉林身边事#
     
     【货车发生交通事故起火，
     
      苹果手机
     
     撒了一地】3月15日早上，G80广昆高速公路广州往南宁方向401公里+200米处兴业段发生一起大货车起火的交通事故，一度占用了超车道和行车道。 玉林事儿的秒拍视频 ​",24,11,25,https://weibo.cn/273233009
今归叙,男,江苏,03月15日 16:06,":下周手机微信网上选房，售楼处墙裂建议我用
     
      苹果手机
     
     抢，能用7别用6，能用8别用7，最好别用安卓机，我说我用小米6，他们劝我赶紧换，免得抢不到房子后悔。
     
     我该怎么办？？
     
      @小米公司
     

      @雷军
     

      @科技新一
     
     ​",1,0,6,https://weibo.cn/u/2779786740
黄豆推荐,女,浙江,03月15日 15:57,":【飞毛腿】
     
      苹果手机
     
     快充数据线0.3m，券后4.9 ​",1,0,1,https://weibo.cn/huangdouddd
冰镇麻辣烫灬,男,浙江,03月15日 15:56,":为什么这么迫切要换
     
      苹果手机
     
     ？ 杭州·长河 ​",0,0,1,https://weibo.cn/u/5933276930
长春月老,男,吉林,03月15日 15:48,":
     
      #长春身边事#
     
     【苏宁七日无理由退换货？呵呵[笑而不语]】网友爆料：在苏宁易购买了一台""国行""
     
      苹果手机
     
     ，后来发现不能使用电信的卡，客服先说可以用，后来又说这个""国行""指的不是美版港版之类的，只能支持移动和联通，并且不给退换！说好的""国行机""变成""阉割机""了，这么大的企业玩文字游戏有意思么？？ ​",6,4,20,https://weibo.cn/274392222
茉茶泡泡,女,上海,03月15日 15:44,":我在
     
      #范冰冰魔范学院#
     
     的威尼斯饭店欣赏优美的水城景色，耳边萦绕着潺潺水声，到处洋溢着花香的梦幻威尼斯，真是度假的绝佳去处！ 安卓手机下载链接：
     
      http://t.cn/RijAhQd
     

      苹果手机
     
     下载链接：
     
      http://t.cn/RW0Fq4O
     
     ​",0,0,0,https://weibo.cn/u/1892098015
我的小宇宙中飘着一颗云星,女,上海,03月15日 15:42,"
    
    哈哈哈
    
     苹果手机
    
    质量问题了解一下[笑cry][笑cry][笑cry]//
    
     @泳均的翠鹿
    
    :我也[允悲]//
    
     @第724只甜渊猫
    
    :dbq滑不开手机的女staff抢夺了我的视线
    
     ",0,5,0,https://weibo.cn/u/1791220087
杭州市城管委市容环卫中心,女,浙江,03月15日 15:41,":
     
      #城管正能量#
     
     【捡到手机不动心 她只想尽快找到失主】15日，景区上香古道公厕保洁员张秀英捡到1部
     
      苹果手机
     
     ，在原地等了1个小时仍然没有见到失主，她将手机交给了茅家埠警务室，在警察的协助下联系上了失主。手机的失而复得令失主十分感激：“多亏了城市美容师，环卫工人拾金不昧的高贵品质令人敬佩。” ​",0,0,0,https://weibo.cn/u/2848801212
亼丌亼,男,广东,03月15日 15:34,":二手
     
      苹果手机
     
     ​",1,0,0,https://weibo.cn/qhaijoker
游戏榜推荐君,男,江苏,03月15日 15:27,":继部落冲突之后又一火爆全球手游！
     
      #不占手机内存#
     
     第一人称视角， 与剑齿虎搏斗、捕捉长毛象、还可以海边钓鲸鱼！[吃惊] 目前只有
     
      苹果手机
     
     才能玩，安卓小伙伴哭晕在厕所[允悲] 下载地址： 野蛮时代 ​",0,0,0,https://weibo.cn/u/6001709829
长春饭店小奶油,男,吉林,03月15日 15:20,":
     
      #315曝光台#
     

      #吉林315#
     
     ​​​​网友
     
      @Echo小丹
     
     爆料：今天正好315，在苏宁易购上买的
     
      苹果手机
     
     ，发现外观有问题，结果苏宁客服各种推诿迟迟不给退换！！！原来“ 七天无理由退货”都是假的[伤心] ​",41,24,78,https://weibo.cn/206032322
桃谜藤井原医美整形咨询,男,上海,03月15日 15:19,":很多女人都活反了[惊恐]
     
     吃顿饭400，不贵[微笑]
     
     买件衣服800，不贵[微笑]
     
     做个头发1000，不贵[微笑]
     
     买个
     
      苹果手机
     
     8800，不贵[微笑]
     
     买条项链58000，不贵[微笑]
     
     到收拾自己脸的时候，哇，太贵了！
     
     记住了，你的形象比这些贵多了
     
     其他的一切都只是锦上添花而已 ​",0,0,0,https://weibo.cn/paczhang
隆鼻首选上海正规明星院长桃谜,女,上海,03月15日 15:18,":很多女人都活反了[惊恐]
     
     吃顿饭400，不贵[微笑]
     
     买件衣服800，不贵[微笑]
     
     做个头发1000，不贵[微笑]
     
     买个
     
      苹果手机
     
     8800，不贵[微笑]
     
     买条项链58000，不贵[微笑]
     
     到收拾自己脸的时候，哇，太贵了！
     
     记住了，你的形象比这些贵多了
     
     其他的一切都只是锦上添花而已 ​",0,0,0,https://weibo.cn/u/3004716523
长春太威武,男,吉林,03月15日 15:15,":
     
      #315曝光台#
     
     网友爆料：今天正好315，在苏宁易购上买的
     
      苹果手机
     
     ，发现外观有问题，结果苏宁客服各种推诿迟迟不给退换！！！原来“ 七天无理由退货”都是假的[伤心]
     
      #吉林315#
     
     ​",16,0,6,https://weibo.cn/274517795
anya笑笑,女,广东,03月15日 15:15,":
     
      #苹果手机配件#
     
     12w ipad 国行拆机牛 现货不多 绝对快充 anya笑笑的秒拍视频 ​",0,0,0,https://weibo.cn/u/6238693958
电脑报,男,重庆,03月15日 15:11,":【小米员工用iPhone？雷军：国内通病，华为员工也用！】日前，有人在小米内部看到许多员工使用iPhone而非小米手机。对此，雷军表示，不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机；即便小米手机有一天做到了iPhone的高度，也不会强制要求员工使用小米手机；另外，像华为、OPPO的员工也会使用iPhone；要避免这个问题，需要等到国产手机强大的时候..",76,19,92,https://weibo.cn/cpcw
今晚滥情,男,广西,03月15日 15:05,":伴娘也永远不会比新娘更漂亮；没有一个新娘会愚蠢到让美丽的伴娘抢去自己的风头：在广场遇见一乞丐：一阵
     
      苹果手机
     
     的专属铃声响起；这就是现实生活中人们真实的心理。 ​",0,0,0,https://weibo.cn/u/3990252298
抵制六中伙食团,女,辽宁,03月15日 15:03,":我爱我的爸爸不管他有没有让我住豪宅让我有大把大把的钱花让我拿着
     
      苹果手机
     
     给我买最贵的衣服是不是大公司老板我都爱他是他让我来到这个世界的：起码他也没有让我饿一顿饭我想要什么他都能满足我爱他真正的英雄是他爸爸是我最大的依靠我不能没有他爸爸我爱你 ​",0,0,0,https://weibo.cn/u/2571094241
科技之窗,男,福建,03月15日 14:52,":
     
      苹果手机
     
     以旧换新内幕曝光！库克又一次坐收百亿营收，抢占安卓(同步自
     
      @新浪看点
     
     )
     
      苹果手机
     
     以旧换新内幕曝光！库克又一次坐收百亿营收，抢占安卓 ​",0,0,0,https://weibo.cn/zdzong88
荆门网络广播电视,男,湖北,03月15日 14:50,":《
     
      苹果手机
     
     、美团、问题牛油...荆门消委发布了2017年这十个维权典型案例》
     
      苹果手机
     
     、美团、问题牛油...荆门消委发布了2017年这十个维权典型案例
     
      http://t.cn/RnwJ8jx
     
     ​",0,0,0,https://weibo.cn/u/2837154595
Choki最爱我的哥,女,广东,03月15日 14:48,"
    
    [允悲]
    
     苹果手机
    
    的福音//
    
     @阿菁Yatching
    
    :转需[喵喵]
    
     ",0,0,11,https://weibo.cn/chokihejiexian
罗耶迩,男,北京,03月15日 14:42,":一个30多岁老男人，烫头,用粉色
     
      苹果手机
     
     ，说话有点娘，不结婚。是个什么感受！ ​",0,0,0,https://weibo.cn/u/1410878912
曾子言,男,江苏,03月15日 14:41,":如果问三星Bixby你想买
     
      苹果手机
     
     会怎样？[笑而不语]
     
     曾子言的秒拍视频
     
      #搞机魔术师#
     
     ​",26,9,54,https://weibo.cn/rabbitalk
May薛定谔的猫,女,河北,03月15日 14:40,":嘻嘻嘻
     
     苹果的自带相机又勾起了我买苹果手机的兴趣
     
     日常看到适合拍照的角落 就想给闺蜜拍照的我
     
     苹果相机都不用修图的
     
     诶 我闺蜜的微博名叫啥子来着 石家庄·世纪公园 ​",11,0,2,https://weibo.cn/u/5394519105
htiafnipeek,女,上海,03月15日 14:28,":我现在很怀疑
     
      苹果手机
     
     真的有偷听功能
     
     那天路过百盛的时候我说了一句
     
     哇可以南昌百盛竟然开了Bobbi brown下次去看看
     
     结果今天短信就给我推送了?!!?!
     
     重点是我从来没有在官网或者是天猫买过Bobbi brown的东西啊...都是自己直接在免税店买的
     
     也就是我从来没有订阅过短信推送功能
     
     想想也是觉得好恐怖[惊恐] ​",0,0,0,https://weibo.cn/u/5602030126
関口柔心,男,四川,03月15日 14:25,":刚看到说清明烧
     
      苹果手机
     
     怕老祖先不会用的；你们还瞎操心什么呀！乔布斯已经下去教了，祭祀店老板说 ​",0,0,0,https://weibo.cn/u/3967021010
西门町吃在宁波,男,浙江,03月15日 14:10,":
     
      #微博315#
     
     【“苹果”免密支付 盗刷难以认定？】
     
      #宁波爆料#
     
     宁波慈溪的小张反映，2月24号那天，他的
     
      苹果手机
     
     账号被盗，刷了10笔，6368块钱。小张表示没有泄露过苹果账号和密码。联系苹果公司，客服表示，系统无法认定不是小张自己操作的，客服提交了三次审核，都没有通过。（1818黄金眼）
     
      http://t.cn/RnPCZjB
     
     ​",13,0,36,https://weibo.cn/u/2182537064
残忍di慈悲,男,湖南,03月15日 14:09,"
    
    其实我觉得这问题是小米公司以及雷军在广告把小米吹的天花乱坠，才造成有人挑刺儿你小米员工为啥不全用小米手机，还有那么小米员工用
    
     苹果手机
    
    。[思考]
    
     ",0,0,0,https://weibo.cn/u/3198356042
阿童是个废柴了,女,浙江,03月15日 14:08,":
     
      苹果手机
     
     为什么这么屌？我昨天刚拉黑的号码，今天依然可以打给我？为什么为什么？拉黑的意义在哪里 ​",2,0,0,https://weibo.cn/234352552
情侣头像大放送,女,福建,03月15日 14:00,": iphone技巧：
     
     1️⃣编写短信的时候，如果想把写的内容全删掉，只需晃动你的iphone几下，会弹出个窗口，选择“撤销键入”就可把内容全删掉了，不用按着删除键半天了。
     

     2️⃣如果想把刚删掉的内容恢复，晃动iphone选择“重做键入”，刚删掉的内容就回来了；
     

     3️⃣如果是刚粘贴过来的，晃动可以“撤销粘贴”
     

      #苹果手机#
     

      #小技巧#
     

      #iphone甩卖1万多人排队#
     

      #日常实用大全#
     

      http://t.cn/Rnwt3HO",0,0,0,https://weibo.cn/uc94403
凉心大大大,男,浙江,03月15日 13:59,"
    
    北京客户 三个月找回[嘻嘻][嘻嘻]
    
     #苹果手机被偷找回#
    

     #iphone被盗找回#
    

     #iPhone被偷#
    

     #iPhone丢失#
    
    ​​​​
    
     ",0,0,2,https://weibo.cn/u/6112581921
凉心大大大,男,浙江,03月15日 13:58,"
    
    济南客户 苹果X 40天拿回[可爱]
    
     #苹果手机被偷找回#
    

     #iphone被盗找回#
    

     #iPhone被偷#
    

     #iPhone丢失#
    
    ​​​​
    
     ",0,0,0,https://weibo.cn/u/6112581921
真知棒0水果糖,男,香港,03月15日 13:51,":一名香港男子将94部
     
      苹果手机
     
     绑在身上：深圳海关的工作人员对此最有体会：近日、【黄牛太拼了[射门] 苏州·华源·上海城(娄江南路) ​",0,0,0,https://weibo.cn/u/2844894911
laenix_,男,其他,03月15日 13:51,":环球网这份调查，国产品牌华为位列第一，作为中国人我很激动。麦当劳和肯德基竟然是中国人最不喜欢的品牌。
     
      苹果手机
     
     同时占据红榜和黑榜，相当于大家对它又爱又恨。 ​",49,24,77,https://weibo.cn/laniex
猫舍利0-0,女,上海,03月15日 13:47,":2月22日于香港希慎广场苹果旗舰店购买的iphonex，激活当天就是块砖。经苹果店检测，确实是有硬件问题。申请退换，却说由于中国内地和香港政策不同，不退不换。香港方说出了店门他们就不管了。很想说，为什么一直要说政策，这难道不是
     
      苹果手机
     
     的质量问题吗？
     
      @苹果iPhone中文网
     

      @黑猫投诉
     

      #315曝光台#
     

      http://t.cn/Rnwq3jL",9,17,9,https://weibo.cn/u/2246762611
Echo小丹,女,安徽,03月15日 13:41,":今天正好315，在苏宁易购上买的
     
      苹果手机
     
     ，外观有问题，迟迟不给退换！！！“七天无理由退货”都是假的，直接绑架消费者！
     
      @南京12315
     

      @苏宁易购
     

      @消费者维权
     
     ​",1,0,11,https://weibo.cn/u/1909214115
英雄乱,女,江苏,03月15日 13:41,":MK
     
      苹果手机
     
     充电线短款0.2m 券 =  19.9  ​",6,0,1,https://weibo.cn/yingxiongluan
酸奶味的软糖,女,其他,03月15日 13:01,":听说今天“打假”
     
     不能发照片[思考]
     
     最后一张
     
     苹果手机前置摄像
     
     关掉HDR关掉live
     
     光线找一个亮一点的，把小太阳🌞标志曝光高一点
     
     完成 ​​​",1,0,4,https://weibo.cn/u/5654460386
破碎式乂翔拳,男,内蒙古,03月15日 12:59,":居然还掉漆了、TMD、
     
      苹果手机
     
     还有红色的吗！ ​",0,0,0,https://weibo.cn/u/2591522367
熊大挖白菜,男,广东,03月15日 12:55,":【25】
     
      苹果手机
     
     4D全屏全包边蓝光钢化膜 [吃瓜]   ​",0,0,2,https://weibo.cn/u/5888878498
莲蓉酥Lotus,男,山东,03月15日 12:55,":你是怎样看待小米员工用iPhone的，对此雷军首先表达了对iPhone的认可，“不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机”。而且国内来说华为、OV的员工也用iPhone，并表示选择手机是员工个人喜好问题，我们不会过多限制。真是中国好老板啊[抱抱] ​",0,0,0,https://weibo.cn/u/1751981481
品途商业评论,男,北京,03月15日 12:38,":【小米员工用iPhone？雷军：国内通病，华为员工也用[允悲][允悲][允悲]】近日，有人表示在小米公司内部看到许多员工在使用iPhone手机而非小米手机，对此雷军表示：不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机，即便是小米手机有一天做到了iPhone 的高度，也不会强制要求员工使用小米手机。雷军这想法很人性化，也很理性。大家同意吗？对于小米员工用iPhone你怎么看？[笑而不语]",2,0,5,https://weibo.cn/pintu360
心灵修炼者凌帅帅Kevin,男,北京,03月15日 12:35,":《使用
     
      苹果手机
     
     ，千万不要做这3件事，否则你的iPhone一年就完了！》按照苹果官方的说法，一部iPhone的使用寿命是3年，不过很多果粉都反映自己的iPhone使用不到三年就不行了。
     
      http://t.cn/RnZ9eZt
     
     ​",0,0,0,https://weibo.cn/kevin406034512
大宝贝,男,河北,03月15日 12:33,":今年315
     
      苹果手机
     
     上榜前三 我感觉不公平啊。 ​",0,0,0,https://weibo.cn/975997199
数码极客,男,安徽,03月15日 12:32,":媒体就小米员工用苹果iPhone 手机一事询问雷军。雷军表示：不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机，即便是小米手机有一天做到了iPhone 的高度，也不会强制要求员工使用小米手机。把那些用iPhone的都用小本本记下来，嗯～[酷] ​",6,0,0,https://weibo.cn/579200001
允墨鱼飞,女,上海,03月15日 12:31,":还是用
     
      苹果手机
     
     看微博清晰[喵喵][喵喵] ​",0,0,0,https://weibo.cn/u/2739492340
出国读书那些事儿,男,辽宁,03月15日 12:29,"
    
    回复
    
     @小猪何旭
    
    :两种打赏方式：
    
     苹果手机
    
    ：在这里红包发送9.9元，即可获取全部彩蛋资料 安卓手机：点击文章底部“打赏”按钮，打赏9.9元，即可获取全部彩蛋资料//
    
     @小猪何旭
    
    :老师，我怎么才能看到你整理的东西
    
     ",0,0,0,https://weibo.cn/daliancolor
文塔之下,男,广西,03月15日 12:29,":
     
      #玉林爆料#
     

      #玉林身边事#
     
     【惨！散落在地的是你的
     
      苹果手机
     
     吗？[二哈][二哈]】
     
     据玉林电台992，G80广昆高速贵港段(山心镇)，兴业往贵港方向401公里处一大货车失火，装载塑料，消防已经在现场执行灭火任务，该事故引起拥堵约9公里左右，庆幸无人伤亡，目前，该方向路段已全面封闭，交警及路政已经在引导车流绕行。高速交警提醒过往司机朋友，车行高速，请系好安全带，注意路面情况，遵守交通规则，确保行车安全。
     
      http://t.cn/RnwZfTd",1,0,3,https://weibo.cn/u/5482661026
薇薇绿山墙,女,北京,03月15日 12:22,":
     
      苹果手机
     
     有自动通话录音的功能吗？让一些说话跑火车的人，无处可跑 ​",0,0,1,https://weibo.cn/u/1797449264
Git_范,男,其他,03月15日 12:13,":二手6S
     
      苹果手机
     
     了解一下？，
     
      http://t.cn/RnwhDvz
     
     ​",0,0,0,https://weibo.cn/u/2632701911
独树一帜的摄影人,男,北京,03月15日 12:12,":
     
      苹果手机
     
     日常拍照的5个技巧！干货收藏！超实用！ 独树一帜的摄影人的秒拍视频 ​",3,8,2,https://weibo.cn/u/6183820874
存笔斋,女,广东,03月15日 12:06,":当地球多数人，因偷情，贿赂，走私，盗窃，而被口袋里的
     
      苹果手机
     
     自带的GPS定位，暴露行踪时，他们不会想到，高科技给全人类带来的巨大飞跃。
     
     这也是人与人之间的狭隘于高贵的界限。
     
      http://t.cn/RnwhbGA
     
     ​",0,0,0,https://weibo.cn/119389357
真冥白月_老婆是黎塞留,女,上海,03月15日 12:04,":这傻吊
     
      苹果手机
     
     插个耳机打音游实在是太难受了，于是去买了个无限耳机（山寨），结果拿到手一用...妈的声音延迟1S根本没法玩音游啊，感觉自己变成了傻吊... ​",3,0,3,https://weibo.cn/u/5217904052
139易,男,北京,03月15日 12:03,":【男子腹缠30部
     
      苹果手机
     
     入境被查】10月14日讯，记者从罗湖海关了解到，自9月25日中午，该关便陆续查获旅客携带未向海关申报的iPhone 6S/6S Plus手机入境，其中以年轻旅客居多，通常每人带一至两部手机，基本都是原封未拆包装带过来的。 ​",0,0,0,https://weibo.cn/139yes
打折菌,男,广东,03月15日 11:57,":苹果透明全包手机壳  9.9    适用
     
      苹果手机
     
     各种型号！完美贴合，手感更好~ ​",188,0,7,https://weibo.cn/dazhe888
逸风7353,男,广东,03月15日 11:53,"://
     
      #QQ看点#
     
     【为何安卓不如iOS流畅? 这或许是根本原因所在】为什么安卓手机越用越卡，而
     
      苹果手机
     
     没事？我想这个问题大多数人都存在疑问，我们在使用安卓手机的时候通常会安装一些清理软件并且经常清理手机，但清理效果确不尽人意。用时间长了还是觉得越来越卡，这到底是为什么？想要解决问题我们就要先找到问题的根源来对症下药。其实，安卓系统就像一本画册，每一页是一个动作。当我...
     
      http://t.cn/RnwvfYk
     

      http://t.cn/R2dUuE9",0,0,0,https://weibo.cn/u/5250854911
手机界的荣耀君,男,海南,03月15日 11:51,":小米员工用
     
      苹果手机
     
     看雷军怎么说(同步自
     
      @新浪看点
     
     )小米员工用
     
      苹果手机
     
     看雷军怎么说 ​",4,0,0,https://weibo.cn/y965989669
请给我半颗阿司匹林,女,其他,03月15日 11:44,":首页有知道
     
      苹果手机
     
     怎么下载微博视频吗 ​",1,0,0,https://weibo.cn/u/2255162703
MrCars,男,云南,03月15日 11:40,":日前，有主持人在小米公司内部看到许多员工在使用iPhone手机而非自家的小米手机。
     
     对此，雷军首先表达了对iPhone的认可，“不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机”。同时，雷军也表达了不会限制用户的喜好的想法，即便是小米手机有一天做到了iPhone的高度，也不会强制要求员工使用小米手机。[good][good][good]",0,0,0,https://weibo.cn/201263637
钟文泽,男,北京,03月15日 11:39,":【雷军如何看待小米员工使用iPhone的问题】
     
     雷军：“不得不承认目前苹果手机依然是世界上最好的手机，哪怕是有一天小米手机也做到了这个样的高度，但是公司依然没权利限制用户的喜好。
     
     而且这个问题不止是小米的问题，你看国内的华为与OPPO，难道他们的员工就从不用iPhone手机了吗？这显然是不现实的。
     
     所以说这个问题是国内手机厂商的通病。要想避免这个问题，只有等到国产手机自身强大的时候。”",133,12,100,https://weibo.cn/vinczhon
数码先生,男,北京,03月15日 11:31,":【雷军：不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机】日前，有主持人在小米公司内部看到许多员工在使用iPhone手机而非自家的小米手机。
     
     对此，雷军首先表达了对iPhone的认可，“不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机”。同时，雷军也表达了不会限制用户的喜好的想法，即便是小米手机有一天做到了iPhone的高度，也不会强制要求员工使用小米手机。",53,21,43,https://weibo.cn/574297733
奋斗6148371559,男,北京,03月15日 11:27,":【
     
      苹果手机
     
     无线充电宝】创意背夹电池无线移动电源Y-201
     
     亲们，4200毫安的充电宝右侧无输出接口。
     
      http://t.cn/RnZDN5E
     
     北京·四惠 ​",0,0,0,https://weibo.cn/u/6148371559
su_n大毛,女,其他,03月15日 11:23,":暴力萌犬空降雷鸣，
     
      #魔域狗年兽#
     
     再燃骑士魂。萌犬兄妹圣光狂怒暴击猛涨，领特权礼包抽
     
      苹果手机
     
     ！让萌犬娘给你爱的暴击吧~ 《问道》  ​",0,0,0,https://weibo.cn/sunyuanai
J快乐久久,男,其他,03月15日 11:13,":
     
      #群之初,性本善,不看本群非好汉#
     

      @雷军
     
     日前，媒体就小米员工用苹果iPhone 手机一事询问雷军。雷军表示：不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机，即便是小米手机有一天做到了iPhone 的高度，也不会强制要求员工使用小米手机。雷军这想法很人性化，也很理性。大家同意么 ​​​",0,0,0,https://weibo.cn/u/5436865209
凤凰网江西频道,男,江西,03月15日 11:12,":
     
      #监督#
     
     【三星手机维修费用太高 连维修师傅都称接受不了】平时我们使用的手机最容易出现哪些问题，同时出现问题的手机主要是哪些品牌。来听听维修手机的老师傅们都怎么说。从业15年的李师傅说，“苹果7好多都有通话噪音、听不清的问题，
     
      苹果手机
     
     系统老是提示更新，一更新就更卡。尤其是三星，维修成本太高了，像我们做维修的都接受不了，换个屏都需要手机一半甚至一大半的价格。”
     
      http://t.cn/RnZ0Mxt",0,0,1,https://weibo.cn/ifengjx
铭科技,男,北京,03月15日 10:59,":【小米员工用 iPhone雷军：国内手机厂商通病】日前有主持人在小米公司内部看到许多员工在使用 iPhone手机，而非自家的小米手机。对此，雷军表示，不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机，但即便是小米手机有一天做到了 iPhone的高度，也不会强制要求员工使用小米手机。他还指出，员工使用 iPhone并不只是小米一家的现象，而是国内手机厂商的通病，像华为、 OPPO等厂商的员工也会使用 iPhone，要想避免这个问题，需要等到国产手机强大的时候。",121,10,66,https://weibo.cn/ihaozio
温l柔一刀,女,江苏,03月15日 10:54,":什么时候
     
      苹果手机
     
     可以有桌面歌词 ​",0,0,0,https://weibo.cn/u/3829013759
LIN_CTING,女,福建,03月15日 10:54,":这是我在BD当了“老兵”（来了新兵我就是老兵，其实就是第二年）后买的第一部手机，还是苹果的，买这部手机的钱是我大学奖学金加上我每月六百多块的津贴买的。可以说我就是“顶峰作案”，因为BD只有在规定时间才能用手机，而且禁止使用
     
      苹果手机
     
     。我就是个不让人省心的兵（班长说我是刁兵）。前段时间手机坏了，今天格式化手机后，再次登入iCloud账号后，好多照片浮现眼前，我庆幸自己是个爱拍照的人，让我保存了这么多美好的回忆，我决定开始写写照片里的故事[污][污][污]",3,0,3,https://weibo.cn/LINCTING24
广伟电子商务有限公司,女,广东,03月15日 10:50,":
     
      #微博橱窗#
     

      #全网诚信通官方#
     
     多功能读卡器新款
     
      苹果手机
     
     读卡器TF/SD/USB多功能OTG读卡器批发 多功能读卡器新款
     
      苹果手机
     
     读卡器TF/SD/USB多功能OTG读卡器批发 ​",0,0,0,https://weibo.cn/u/2640319937
五人儿,男,北京,03月15日 10:43,"
    
    回复
    
     @青木无叶
    
    :会不会我不清楚，但这种硬行这种捆绑式蹭热度，跟当年贾跃亭抨击
    
     苹果手机
    
    给乐视手机造势有什么区别？苹果难道会回应他吗？苹果只是静静地出到了X，而乐视手机呢？//
    
     @青木无叶
    
    :不过她的经济公司就是杨幂家嘉行天下吧 后期会不会炒作什么不好说哦
    
     ",0,2,3,https://weibo.cn/alex
骑鱼的猫老师,男,上海,03月15日 10:43,":为什么维修手机的人最爱用
     
      苹果手机
     
     ？(同步自
     
      @新浪看点
     
     )为什么维修手机的人最爱用
     
      苹果手机
     
     ？ ​",0,0,0,https://weibo.cn/447300756
摄影师-韩成,男,黑龙江,03月15日 10:40,":我在看：【不越狱，10 秒钟就搞定
     
      苹果手机
     
     录屏？】
     
      http://t.cn/RnZ3Zxw
     
     ​",0,0,0,https://weibo.cn/u/5492723986
遇見幸福仪麦,女,福建,03月15日 10:20,":这是由台湾BONE为 iPhone4/4S 设计的边框保护套，皮革纹理触感，握持舒适。它有着缤纷的5色，既能给您的爱机添加一份光彩，亦能有效地保护好
     
      苹果手机
     
     的天线框，防止滑动信号键以致失去通话信号。极简设计，聪明保护。 ​",0,0,0,https://weibo.cn/u/3635342877
易大佬的鹤姐姐只玺欢易大佬,女,广东,03月15日 10:14,":
     
      苹果手机
     
     开通优酷会员真的心累
     
      #易烊千玺#
     
     ​",3,0,6,https://weibo.cn/u/5407867672
信易通网络,男,河南,03月15日 10:02,":发布了头条文章：《在
     
      苹果手机
     
     上怎么用Q币购买王者荣耀王昭君新皮肤？》  在
     
      苹果手机
     
     上怎么用Q币购买王者荣耀王昭君新皮肤？ ​",0,0,0,https://weibo.cn/361ser
